Purchase Order ID,Status Description,Employee ID,Employee Name,Vendor ID,Vendor Name,Ship Method ID,Ship Method,Order Date,Ship Date,Sub Total,Tax Amt,Freight,Total Due
G-26501309,Complete,255,Gordon Hee,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2021-02-26 0:00,2021-03-04 0:00,42567.2796,3405.3824,13257.3592,58045.4208
J-95732364,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2025-10-28 0:00,2025-10-31 0:00,10818.9423,865.5154,614.6028,12299.0605
J-75993106,Complete,258,Erin Hagens,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2025-12-11 0:00,2025-12-17 0:00,32406.2015,2592.4961,4429.6413,39428.3389
G-80389471,Complete,257,Eric Kurjan,1632,Sport Fan Co.,1,XRQ - TRUCK GROUND,2023-12-25 0:00,2023-12-29 0:00,41375.2955,3310.0236,5476.6763,50161.9954
G-40857423,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2022-11-19 0:00,2022-11-24 0:00,41286.4573,3302.9166,4206.3003,48795.6742
G-99091949,Rejected,253,Linda Meisner,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2025-05-08 0:00,2025-05-14 0:00,32406.2015,2592.4961,2940.5912,37939.2888
C-37901837,Complete,258,Erin Hagens,1508,"Compete Enterprises, Inc",4,OVERNIGHT J-FAST,2022-09-12 0:00,2022-09-17 0:00,39201.2089,3136.0967,2307.2097,44644.9097
G-27027591,Complete,251,Mikael Sandberg,1538,Vista Road Bikes,5,CARGO TRANSPORT 5,2023-07-10 0:00,2023-07-17 0:00,40753.3911,3260.2713,3384.6177,47398.2801
C-77689399,Complete,254,Fukiko Ogisu,1506,Greenwood Athletic Company,2,ZY - EXPRESS,2020-10-07 0:00,2020-10-09 0:00,43878.45,3510.276,4960.6756,52349.4016
J-11472809,Rejected,251,Mikael Sandberg,1682,"Premier Sport, Inc.",1,XRQ - TRUCK GROUND,2023-04-26 0:00,2023-05-02 0:00,23215.6889,1857.2551,1421.6751,26494.6191
G-30903533,Rejected,256,Frank Pellow,1576,Superior Bicycles,3,OVERSEAS - DELUXE,2020-11-28 0:00,2020-12-09 0:00,41529.0533,3322.3243,7312.1996,52163.5772
A-48226447,Complete,259,Ben Miller,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2022-02-02 0:00,2022-02-08 0:00,43631.4616,3490.5169,2893.0325,49014.7108
A-40444703,Complete,254,Fukiko Ogisu,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2021-08-28 0:00,2021-09-03 0:00,42567.2796,3405.3824,3859.5302,49832.1922
A-27695824,Complete,258,Erin Hagens,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2024-07-28 0:00,2024-08-02 0:00,45840.3044,3667.2244,4442.1452,53949.674
J-14569013,Complete,256,Frank Pellow,1588,Signature Cycles,5,CARGO TRANSPORT 5,2024-01-25 0:00,2024-02-20 0:00,44672.6323,3573.8106,6484.2382,54730.6811
B-82950306,Complete,256,Frank Pellow,1664,Anderson's Custom Bikes,1,XRQ - TRUCK GROUND,2025-02-17 0:00,2025-02-25 0:00,16550.3242,1324.0259,1404.7898,19279.1399
G-95417638,Complete,258,Erin Hagens,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2025-06-12 0:00,2025-06-20 0:00,44460.9988,3556.8799,5525.4738,53543.3525
G-15724470,Complete,252,Arvind Rao,1610,Hybrid Bicycle Center,5,CARGO TRANSPORT 5,2020-10-07 0:00,2020-10-22 0:00,22516.725,1801.338,3536.1271,27854.1901
G-51745021,Complete,251,Mikael Sandberg,1538,Vista Road Bikes,4,OVERNIGHT J-FAST,2025-12-15 0:00,2025-12-18 0:00,42816.5316,3425.3225,3603.0152,49844.8693
G-78147215,Complete,260,Annette Hill,1576,Superior Bicycles,2,ZY - EXPRESS,2025-03-23 0:00,2025-04-07 0:00,46986.312,3758.905,4958.247,55703.464
L-24445630,Complete,250,Sheela Word,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2022-04-25 0:00,2022-05-03 0:00,43631.4616,3490.5169,3514.7506,50636.7291
B-32211716,Complete,256,Frank Pellow,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-08-22 0:00,2023-08-26 0:00,44722.2482,3577.7799,2626.1918,50926.5257
J-17930198,Complete,256,Frank Pellow,1526,International Bicycles,1,XRQ - TRUCK GROUND,2020-07-15 0:00,2020-07-20 0:00,28199.325,2255.946,3522.3882,33977.6592
J-64908079,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2021-06-09 0:00,2021-06-16 0:00,19176.5892,1534.1271,2808.1192,23518.8355
J-79192263,Complete,254,Fukiko Ogisu,1680,Jackson Authority,5,CARGO TRANSPORT 5,2022-01-24 0:00,2022-01-31 0:00,67062.5232,5365.0019,10687.1877,83114.7128
J-42971110,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2023-04-09 0:00,2023-04-21 0:00,20147.404,1611.7923,3788.0365,25547.2328
G-62365295,Complete,260,Annette Hill,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2020-08-22 0:00,2020-09-02 0:00,29734.6758,2378.7741,3497.431,35610.8809
G-74363902,Rejected,250,Sheela Word,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2025-12-15 0:00,2025-12-20 0:00,10818.9423,865.5154,1457.4157,13141.8734
G-81584597,Complete,251,Mikael Sandberg,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-07-13 0:00,2025-07-16 0:00,46986.312,3758.905,4859.9323,55605.1493
B-27925177,Complete,259,Ben Miller,1578,"Vision Cycles, Inc.",2,ZY - EXPRESS,2022-07-19 0:00,2022-07-22 0:00,30092.3796,2407.3904,3294.876,35794.1477
A-18745223,Complete,255,Gordon Hee,1658,Crowley Sport,5,CARGO TRANSPORT 5,2025-01-15 0:00,2025-01-25 0:00,49644.4387,3971.5551,4670.5705,58286.5643
D-90606628,Complete,254,Fukiko Ogisu,1536,Cruger Bike Company,5,CARGO TRANSPORT 5,2023-03-28 0:00,2023-04-08 0:00,372.1249,29.77,29.7308,431.6257
J-94101384,Complete,254,Fukiko Ogisu,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2021-08-19 0:00,2021-08-22 0:00,42567.2796,3405.3824,9994.4393,57086.4433
B-77285103,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2023-07-03 0:00,2023-07-07 0:00,42318.6187,3385.4895,2025.0682,47729.1764
C-74416086,Complete,254,Fukiko Ogisu,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2020-11-30 0:00,2020-12-04 0:00,18708.8675,1496.7094,1276.4672,21482.0441
J-74617519,Rejected,256,Frank Pellow,1530,Comfort Road Bicycles,4,OVERNIGHT J-FAST,2023-12-23 0:00,2023-12-26 0:00,30230.7698,2418.4616,4275.013,36924.2444
G-53531386,Complete,259,Ben Miller,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-03-01 0:00,2025-03-05 0:00,46986.312,3758.905,1950.188,52695.405
J-86550580,Complete,256,Frank Pellow,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2020-04-28 0:00,2020-05-04 0:00,39297.0444,3143.7636,4825.4138,47266.2218
G-74221260,Complete,256,Frank Pellow,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2020-08-09 0:00,2020-08-13 0:00,28642.3601,2291.3888,1745.629,32679.3779
J-87913399,Complete,256,Frank Pellow,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2021-09-18 0:00,2021-09-22 0:00,42567.2796,3405.3824,3606.7249,49579.3869
A-97717015,Complete,255,Gordon Hee,1604,Bike Satellite Inc.,5,CARGO TRANSPORT 5,2021-02-02 0:00,2021-02-10 0:00,1885.4931,150.8395,272.9471,2309.2797
G-26283999,Complete,255,Gordon Hee,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2020-08-28 0:00,2020-09-03 0:00,39297.0444,3143.7636,4737.6688,47178.4768
G-54666193,Complete,251,Mikael Sandberg,1678,"Proseware, Inc.",5,CARGO TRANSPORT 5,2024-09-09 0:00,2024-09-21 0:00,64777.8666,5182.2293,9994.4728,79954.5687
G-34778675,Complete,259,Ben Miller,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2021-08-18 0:00,2021-08-20 0:00,21102.8813,1688.2305,1837.6406,24628.7524
A-43602466,Complete,261,Reinout Hillmann,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2024-09-01 0:00,2024-09-07 0:00,45840.3044,3667.2244,2311.6201,51819.1489
K-89754535,Complete,260,Annette Hill,1570,First Rate Bicycles,1,XRQ - TRUCK GROUND,2021-11-30 0:00,2021-12-07 0:00,29052.2925,2324.1834,2531.3178,33907.7937
J-88077859,Rejected,254,Fukiko Ogisu,1568,"Custom Frames, Inc.",1,XRQ - TRUCK GROUND,2022-11-12 0:00,2022-11-18 0:00,11467.3092,917.3847,1748.7026,14133.3965
G-28613825,Complete,251,Mikael Sandberg,1628,Bicycle Specialists,5,CARGO TRANSPORT 5,2024-08-08 0:00,2024-08-18 0:00,38240.7421,3059.2594,5201.9399,46501.9414
G-10923199,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2025-07-29 0:00,2025-08-03 0:00,10818.9423,865.5154,2409.4899,14093.9476
G-95944960,Complete,260,Annette Hill,1652,Victory Bikes,5,CARGO TRANSPORT 5,2022-12-11 0:00,2022-12-20 0:00,50626.0466,4050.0837,12008.529,66684.6593
B-84296410,Complete,253,Linda Meisner,1588,Signature Cycles,4,OVERNIGHT J-FAST,2022-04-14 0:00,2022-04-18 0:00,42520.0545,3401.6044,4057.102,49978.8332
H-15581013,Rejected,256,Frank Pellow,1658,Crowley Sport,2,ZY - EXPRESS,2024-02-16 0:00,2024-02-20 0:00,48433.5987,3874.6879,4161.4655,56469.7521
G-89545327,Complete,251,Mikael Sandberg,1530,Comfort Road Bicycles,4,OVERNIGHT J-FAST,2021-08-30 0:00,2021-09-02 0:00,28774.0819,2301.9266,1527.0009,32603.1065
J-21963813,Complete,257,Eric Kurjan,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2021-08-05 0:00,2021-08-13 0:00,42567.2796,3405.3824,5411.5314,52411.8773
J-65468856,Complete,251,Mikael Sandberg,1646,Electronic Bike Repair & Supplies,5,CARGO TRANSPORT 5,2020-12-26 0:00,2020-12-30 0:00,19236.525,1538.922,3858.377,24633.824
J-22351526,Complete,256,Frank Pellow,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2021-11-16 0:00,2021-11-20 0:00,42567.2796,3405.3824,4742.1533,50714.8153
B-27679334,Complete,257,Eric Kurjan,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2023-07-31 0:00,2023-08-05 0:00,30844.6891,2467.5751,2108.679,35420.5334
A-53126868,Complete,255,Gordon Hee,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2023-12-19 0:00,2023-12-24 0:00,44722.2482,3577.7799,2577.401,50877.4291
G-87657345,Complete,259,Ben Miller,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2025-09-05 0:00,2025-09-09 0:00,44460.9988,3556.8799,6778.7542,54796.6329
B-83974871,Complete,254,Fukiko Ogisu,1672,Expert Bike Co,5,CARGO TRANSPORT 5,2021-11-23 0:00,2021-12-16 0:00,292.1696,23.3736,45.822,361.3652
G-20996695,Complete,254,Fukiko Ogisu,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2024-08-29 0:00,2024-09-03 0:00,31615.8064,2529.2645,1932.5144,36077.5853
A-49542731,Complete,255,Gordon Hee,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-12-13 0:00,2023-12-19 0:00,44722.2482,3577.7799,6253.1307,53462.0956
J-44903540,Complete,256,Frank Pellow,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2025-10-03 0:00,2025-10-07 0:00,32406.2015,2592.4961,4695.2106,39693.9082
C-59063095,Complete,254,Fukiko Ogisu,1508,"Compete Enterprises, Inc",4,OVERNIGHT J-FAST,2025-11-02 0:00,2025-11-05 0:00,42215.4144,3377.2332,4014.752,49607.3996
G-95678829,Complete,253,Linda Meisner,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-01-01 0:00,2023-01-04 0:00,44722.2482,3577.7799,2324.692,50624.7201
G-54451362,Complete,256,Frank Pellow,1506,Greenwood Athletic Company,4,OVERNIGHT J-FAST,2022-08-24 0:00,2022-08-29 0:00,46099.7965,3687.9837,2537.3616,52325.1418
G-65402539,Complete,260,Annette Hill,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2025-02-21 0:00,2025-03-01 0:00,44460.9988,3556.8799,2807.5533,50825.432
J-69630092,Complete,260,Annette Hill,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2020-03-04 0:00,2020-03-25 0:00,41529.0533,3322.3243,4756.8691,50600.4116
J-79250329,Complete,261,Reinout Hillmann,1578,"Vision Cycles, Inc.",2,ZY - EXPRESS,2024-08-06 0:00,2024-08-12 0:00,13442.9642,1075.4371,1919.5148,16437.9161
B-70756089,Complete,255,Gordon Hee,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-02-27 0:00,2025-03-02 0:00,46986.312,3758.905,4166.3774,54911.5944
J-27941617,Complete,261,Reinout Hillmann,1508,"Compete Enterprises, Inc",5,CARGO TRANSPORT 5,2025-06-12 0:00,2025-06-24 0:00,42215.4144,3377.2332,16461.6796,62054.3272
G-62952717,Complete,260,Annette Hill,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-02-27 0:00,2020-03-02 0:00,41529.0533,3322.3243,3185.2313,48036.6089
J-70723057,Complete,260,Annette Hill,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2023-11-11 0:00,2023-11-16 0:00,30844.6891,2467.5751,3481.3947,36793.6589
A-78792560,Complete,258,Erin Hagens,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2022-08-24 0:00,2022-08-27 0:00,10046.4634,803.7171,1256.9688,12107.1493
G-88190753,Rejected,258,Erin Hagens,1506,Greenwood Athletic Company,4,OVERNIGHT J-FAST,2020-07-04 0:00,2020-07-06 0:00,43878.45,3510.276,2882.9543,50271.6803
G-67707451,Complete,260,Annette Hill,1576,Superior Bicycles,2,ZY - EXPRESS,2024-11-26 0:00,2024-12-01 0:00,45840.3044,3667.2244,8326.7412,57834.27
G-54960811,Complete,258,Erin Hagens,1692,Carlson Specialties,1,XRQ - TRUCK GROUND,2022-09-05 0:00,2022-09-11 0:00,6771.1731,541.6938,504.4736,7817.3405
G-10004941,Complete,256,Frank Pellow,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-08-30 0:00,2023-09-07 0:00,44722.2482,3577.7799,9405.0144,58859.1434
J-76056559,Complete,255,Gordon Hee,1570,First Rate Bicycles,4,OVERNIGHT J-FAST,2022-05-25 0:00,2022-05-30 0:00,53435.234,4274.8187,5491.1796,63201.2323
G-58868850,Complete,254,Fukiko Ogisu,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2021-12-15 0:00,2021-12-20 0:00,21102.8813,1688.2305,1601.1359,24392.2477
A-46367574,Complete,251,Mikael Sandberg,1632,Sport Fan Co.,4,OVERNIGHT J-FAST,2024-12-09 0:00,2024-12-13 0:00,26129.1552,2090.3324,1720.8603,29940.5679
A-22245539,Complete,260,Annette Hill,1542,Hill's Bicycle Service,5,CARGO TRANSPORT 5,2025-01-25 0:00,2025-02-01 0:00,32068.295,2565.4636,3350.5528,37984.3114
L-77030478,Complete,255,Gordon Hee,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-12-24 0:00,2020-12-29 0:00,41529.0533,3322.3243,2810.241,47661.6186
J-48595230,Complete,256,Frank Pellow,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-04-03 0:00,2023-04-06 0:00,44722.2482,3577.7799,14395.0725,61441.1986
B-77777864,Complete,254,Fukiko Ogisu,1664,Anderson's Custom Bikes,5,CARGO TRANSPORT 5,2020-12-11 0:00,2020-12-19 0:00,14628.075,1170.246,1994.8946,17793.2156
J-74503277,Complete,259,Ben Miller,1696,Chicago City Saddles,4,OVERNIGHT J-FAST,2020-10-26 0:00,2020-10-31 0:00,28343.7,2267.496,2600.0068,33211.2028
B-58601560,Complete,259,Ben Miller,1586,Mitchell Sports,1,XRQ - TRUCK GROUND,2020-11-11 0:00,2020-11-27 0:00,43878.45,3510.276,2752.3461,50140.8555
G-27847868,Complete,257,Eric Kurjan,1632,Sport Fan Co.,5,CARGO TRANSPORT 5,2024-11-12 0:00,2024-11-20 0:00,68538.8331,5483.1066,3758.0398,77779.9795
G-34478287,Complete,260,Annette Hill,1588,Signature Cycles,1,XRQ - TRUCK GROUND,2024-11-06 0:00,2024-11-13 0:00,44672.6323,3573.8106,5332.9084,53579.3513
J-57952164,Complete,254,Fukiko Ogisu,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2022-11-16 0:00,2022-11-25 0:00,43631.4616,3490.5169,15394.3306,63766.6353
G-69782938,Complete,259,Ben Miller,1542,Hill's Bicycle Service,4,OVERNIGHT J-FAST,2021-03-19 0:00,2021-03-24 0:00,29052.2925,2324.1834,2569.4273,33945.9032
F-37748963,Complete,253,Linda Meisner,1638,Inline Accessories,1,XRQ - TRUCK GROUND,2020-03-12 0:00,2020-03-18 0:00,34644.225,2771.538,3838.8456,41254.6086
B-13266104,Rejected,260,Annette Hill,1680,Jackson Authority,4,OVERNIGHT J-FAST,2020-07-26 0:00,2020-07-29 0:00,19952.625,1596.21,1571.8325,23120.6675
G-64996766,Complete,255,Gordon Hee,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2025-08-06 0:00,2025-08-11 0:00,46986.312,3758.905,5521.4454,56266.6624
J-89861672,Complete,253,Linda Meisner,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2022-02-22 0:00,2022-02-27 0:00,43631.4616,3490.5169,3078.8637,50200.8422
G-21126904,Complete,258,Erin Hagens,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2020-10-28 0:00,2020-11-01 0:00,41529.0533,3322.3243,4367.5879,49218.9655
E-96419471,Complete,251,Mikael Sandberg,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-08-26 0:00,2025-09-01 0:00,46986.312,3758.905,2181.1477,52926.3647
G-69715983,Complete,256,Frank Pellow,1610,Hybrid Bicycle Center,4,OVERNIGHT J-FAST,2025-08-22 0:00,2025-08-26 0:00,25475.6076,2038.0486,2244.429,29758.1502
B-49128652,Complete,261,Reinout Hillmann,1506,Greenwood Athletic Company,5,CARGO TRANSPORT 5,2022-10-22 0:00,2022-10-30 0:00,46099.7965,3687.9837,4330.0656,54117.8458
G-45364181,Complete,256,Frank Pellow,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2022-03-04 0:00,2022-03-10 0:00,30092.3796,2407.3904,2939.8775,35439.9451
J-33746686,Complete,260,Annette Hill,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2021-07-23 0:00,2021-07-25 0:00,19176.5892,1534.1271,1997.3832,23162.2615
G-48657101,Complete,260,Annette Hill,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-09-08 0:00,2023-09-15 0:00,44722.2482,3577.7799,5201.4318,54571.4891
J-54027394,Complete,254,Fukiko Ogisu,1586,Mitchell Sports,2,ZY - EXPRESS,2021-07-30 0:00,2021-08-04 0:00,44975.4112,3598.0329,6193.3682,54766.8123
G-92964971,Complete,254,Fukiko Ogisu,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2021-08-23 0:00,2021-08-27 0:00,29358.4192,2348.6735,2734.9483,34442.041
G-47217866,Complete,252,Arvind Rao,1680,Jackson Authority,1,XRQ - TRUCK GROUND,2025-08-29 0:00,2025-09-02 0:00,72219.0025,5777.5202,5316.6535,83313.1762
J-53501067,Complete,258,Erin Hagens,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2020-06-11 0:00,2020-06-14 0:00,20588.1769,1647.0542,2178.5773,24413.533
G-59054844,Complete,256,Frank Pellow,1588,Signature Cycles,5,CARGO TRANSPORT 5,2021-04-13 0:00,2021-04-22 0:00,41482.98,3318.6384,3233.5704,48035.1888
J-49235169,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2020-07-27 0:00,2020-07-30 0:00,39297.0444,3143.7636,4546.3306,46987.1386
J-71514803,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2020-04-14 0:00,2020-04-27 0:00,39297.0444,3143.7636,3627.5497,46068.3577
B-41766174,Complete,259,Ben Miller,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2020-09-12 0:00,2020-09-20 0:00,18708.8675,1496.7094,4295.6112,24501.1881
B-77821576,Complete,258,Erin Hagens,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-08-13 0:00,2025-08-16 0:00,46986.312,3758.905,2823.2004,53568.4174
D-69558458,Complete,258,Erin Hagens,1610,Hybrid Bicycle Center,4,OVERNIGHT J-FAST,2025-10-04 0:00,2025-10-07 0:00,25475.6076,2038.0486,2835.6535,30349.3097
G-45338630,Complete,260,Annette Hill,1658,Crowley Sport,5,CARGO TRANSPORT 5,2025-11-27 0:00,2025-11-30 0:00,49644.4387,3971.5551,8708.4989,62324.4927
G-10744287,Complete,254,Fukiko Ogisu,1628,Bicycle Specialists,2,ZY - EXPRESS,2022-04-04 0:00,2022-04-08 0:00,36398.0889,2911.8471,5158.8243,44468.7603
N-32478259,Complete,250,Sheela Word,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2025-11-19 0:00,2025-11-26 0:00,46986.312,3758.905,4252.9279,54998.1449
G-86587582,Complete,255,Gordon Hee,1678,"Proseware, Inc.",2,ZY - EXPRESS,2025-08-16 0:00,2025-08-19 0:00,28664.1422,2293.1314,2190.6012,33147.8748
J-91762881,Complete,261,Reinout Hillmann,1696,Chicago City Saddles,5,CARGO TRANSPORT 5,2022-02-12 0:00,2022-02-21 0:00,53435.234,4274.8187,4283.7729,61993.8256
G-38955943,Complete,253,Linda Meisner,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-09-23 0:00,2023-09-26 0:00,44722.2482,3577.7799,8689.5004,58129.3191
J-91469660,Complete,256,Frank Pellow,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-12-20 0:00,2023-12-23 0:00,44722.2482,3577.7799,3446.7787,51746.8068
B-72604013,Complete,261,Reinout Hillmann,1578,"Vision Cycles, Inc.",2,ZY - EXPRESS,2021-03-11 0:00,2021-03-15 0:00,12483.1286,998.6503,1852.8644,15334.6433
G-79302928,Complete,254,Fukiko Ogisu,1542,Hill's Bicycle Service,4,OVERNIGHT J-FAST,2024-10-09 0:00,2024-10-12 0:00,31286.1414,2502.8913,4383.5667,37409.1474
A-82080275,Complete,254,Fukiko Ogisu,1646,Electronic Bike Repair & Supplies,4,OVERNIGHT J-FAST,2023-11-12 0:00,2023-11-16 0:00,51723.7836,4137.9027,4755.4513,60617.1376
A-23897054,Complete,257,Eric Kurjan,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2022-02-06 0:00,2022-02-09 0:00,10046.4634,803.7171,1077.5584,11927.7389
G-48486367,Complete,255,Gordon Hee,1632,Sport Fan Co.,2,ZY - EXPRESS,2024-08-10 0:00,2024-08-15 0:00,68538.8331,5483.1066,13255.6319,87277.5716
G-15505770,Rejected,258,Erin Hagens,1556,West Junction Cycles,2,ZY - EXPRESS,2022-11-27 0:00,2022-12-02 0:00,26823.7958,2145.9037,2838.1638,31171.706
J-93989572,Complete,261,Reinout Hillmann,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-11-18 0:00,2020-11-21 0:00,41529.0533,3322.3243,2416.3961,47267.7737
A-40875336,Complete,250,Sheela Word,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2022-09-25 0:00,2022-10-01 0:00,41286.4573,3302.9166,5793.1792,50382.5531
J-34125094,Complete,255,Gordon Hee,1498,"Trikes, Inc.",4,OVERNIGHT J-FAST,2020-10-22 0:00,2020-10-25 0:00,26455.275,2116.422,3099.1015,31670.7985
G-24647486,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2022-09-02 0:00,2022-09-09 0:00,41286.4573,3302.9166,3856.6848,48446.0587
K-21800415,Complete,258,Erin Hagens,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2021-09-08 0:00,2021-09-12 0:00,19176.5892,1534.1271,2076.0558,22786.7721
B-77627864,Complete,253,Linda Meisner,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2020-07-12 0:00,2020-07-19 0:00,41529.0533,3322.3243,2532.882,46436.5744
J-26972404,Complete,258,Erin Hagens,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2020-12-17 0:00,2020-12-24 0:00,12178.662,974.293,2975.4817,16128.4367
B-81697323,Complete,260,Annette Hill,1586,Mitchell Sports,3,OVERSEAS - DELUXE,2020-09-20 0:00,2020-09-30 0:00,43878.45,3510.276,10952.1819,58340.9079
J-60893889,Complete,260,Annette Hill,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2024-08-24 0:00,2024-08-28 0:00,45840.3044,3667.2244,4719.6467,54227.1755
J-30346063,Complete,251,Mikael Sandberg,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-05-05 0:00,2025-05-08 0:00,46986.312,3758.905,4017.5202,54762.7372
F-18019693,Complete,254,Fukiko Ogisu,1542,Hill's Bicycle Service,4,OVERNIGHT J-FAST,2021-09-22 0:00,2021-09-29 0:00,29052.2925,2324.1834,3764.144,35140.6199
B-18799412,Complete,258,Erin Hagens,1588,Signature Cycles,4,OVERNIGHT J-FAST,2022-09-12 0:00,2022-09-17 0:00,42520.0545,3401.6044,2561.3263,48482.9852
H-17788441,Complete,259,Ben Miller,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2025-07-02 0:00,2025-07-11 0:00,46986.312,3758.905,3701.0898,53357.3807
J-37963207,Complete,252,Arvind Rao,1654,American Bikes,2,ZY - EXPRESS,2022-03-24 0:00,2022-03-31 0:00,21429.9133,1714.3931,3945.0467,27089.3531
G-49775245,Complete,253,Linda Meisner,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2023-12-02 0:00,2023-12-10 0:00,42318.6187,3385.4895,9523.9756,55228.0838
G-87213041,Complete,257,Eric Kurjan,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2024-07-03 0:00,2024-07-08 0:00,10555.0656,844.4052,980.449,12379.9198
G-99769901,Rejected,255,Gordon Hee,1506,Greenwood Athletic Company,4,OVERNIGHT J-FAST,2023-10-16 0:00,2023-10-21 0:00,47252.2914,3780.1833,2744.5,53777.44
J-20688390,Complete,254,Fukiko Ogisu,1610,Hybrid Bicycle Center,5,CARGO TRANSPORT 5,2025-12-13 0:00,2025-12-22 0:00,25475.6076,2038.0486,1613.5351,29127.1913
B-73701199,Complete,254,Fukiko Ogisu,1678,"Proseware, Inc.",4,OVERNIGHT J-FAST,2020-06-18 0:00,2020-06-23 0:00,25334.925,2026.794,1951.8372,29313.5562
A-66074097,Rejected,260,Annette Hill,1658,Crowley Sport,5,CARGO TRANSPORT 5,2020-10-02 0:00,2020-10-09 0:00,43878.45,3510.276,5928.3383,53317.0643
