Purchase_Order_ID,Status_Description,Employee_Name,Vendor_Name,Vendor_ID,Shipment_Method,Order_Date,Ship_Date,Subtotal,Tax_Amount,Freight,Total_Due,SKU_Category,SKU
PO10422,Complete,Kelly Andrews,Vendor 16,V016,Express,2025-11-14,2025-11-15,3029.5,151.47,72.79,3253.76,Office Supplies,OS014
PO10637,Complete,Kevin Meyer,Vendor 29,V029,Express,2025-05-29,2025-05-30,2401.45,120.07,63.03,2584.55,Maintenance,MT033
PO11799,Complete,Kelly Andrews,Vendor 42,V042,Ground,2025-04-21,2025-04-25,2661.91,133.1,8.9,2803.91,Furniture,FC026
PO10800,Complete,Laura Morgan,Vendor 46,V046,Ground,2025-11-09,2025-11-12,777.59,38.88,8.21,824.68,Furniture,FC008
PO11090,Complete,Kelly Andrews,Vendor 48,V048,Ground,2025-12-17,2025-12-21,189.21,9.46,52.99,251.66,Office Supplies,OS042
PO10616,Complete,Douglas Garcia,Vendor 8,V008,Overnight,2025-11-01,2025-11-08,2529.61,126.48,73.53,2729.62,Furniture,FC045
PO10295,Complete,Laura Morgan,Vendor 4,V004,Ground,2025-09-03,2025-09-08,2922.69,146.13,9.13,3077.95,Maintenance,MT029
PO11436,Complete,Erica Nelson,Vendor 17,V017,Express,2025-09-18,2025-09-24,3737.89,186.89,53.12,3977.9,Miscellaneous,MS010
PO10963,Complete,Michael Brown,Vendor 45,V045,Overnight,2025-07-14,2025-07-18,724.94,36.25,13.59,774.78,Furniture,FC033
PO11943,Complete,Natalie Richardson,Vendor 40,V040,Overnight,2025-10-18,2025-10-22,2295.28,114.76,34.72,2444.76,Office Supplies,OS006
PO10089,Complete,Michael Brown,Vendor 36,V036,Express,2025-01-13,2025-01-17,2437.28,121.86,41.67,2600.81,Electronics,EL021
PO10042,Complete,Natalie Richardson,Vendor 30,V030,Ground,2025-02-19,2025-02-20,4443.81,222.19,75.06,4741.06,Maintenance,MT004
PO11840,Complete,Angie Boyd,Vendor 47,V047,Overnight,2025-10-09,2025-10-14,1329.76,66.49,38.91,1435.16,Furniture,FC024
PO11974,Complete,Kelly Moore,Vendor 18,V018,Air,2025-12-27,2025-12-28,2837.46,141.87,67.87,3047.2,Maintenance,MT032
PO10132,Complete,Brooke Jackson,Vendor 34,V034,Express,2025-07-06,2025-07-09,71.28,3.56,13.45,88.29,Maintenance,MT001
PO11902,Complete,Erica Nelson,Vendor 2,V002,Ground,2025-06-21,2025-06-18,4082.16,204.11,28.61,4314.88,Furniture,FC015
PO10410,Complete,Michael Brown,Vendor 23,V023,Express,2025-03-26,2025-03-29,2154.44,107.72,80.6,2342.76,Miscellaneous,MS038
PO11906,Complete,Kimberly Richardson,Vendor 6,V006,Overnight,2025-07-05,2025-07-10,3226.45,161.32,23.15,3410.92,Furniture,FC028
PO11894,Complete,Kelly Andrews,Vendor 2,V002,Overnight,2025-05-13,2025-05-14,1320.62,66.03,66.11,1452.76,Maintenance,MT034
PO11371,Complete,Dorothy Hines,Vendor 47,V047,Ground,2025-12-18,2025-12-25,1767.08,88.35,14.76,1870.19,Office Supplies,OS040
PO11566,Complete,Natalie Richardson,Vendor 1,V001,Express,2025-05-30,2025-06-01,2934.27,146.71,68.06,3149.04,Office Supplies,OS026
PO10165,Complete,Angie Boyd,Vendor 40,V040,Overnight,2025-12-29,2026-01-03,266.93,13.35,90.61,370.89,Electronics,EL039
PO10725,Complete,Laura Morgan,Vendor 50,V050,Express,2025-08-14,2025-08-18,4542.8,227.14,85.73,4855.67,Furniture,FC022
PO10291,Complete,Rachel Moore,Vendor 10,V010,Air,2025-10-29,2025-11-03,1200.91,60.05,37.21,1298.17,Electronics,EL044
PO11361,Rejected,Brandi Smith,Vendor 14,V014,Overnight,2025-02-05,2025-02-11,3413.05,170.65,35.83,3619.53,Electronics,EL005
PO11567,Complete,Robert Brown,Vendor 12,V012,Overnight,2025-12-27,2025-12-31,2671.43,133.57,43.15,2848.15,Miscellaneous,MS048
PO11937,Complete,Douglas Garcia,Vendor 37,V037,Overnight,2025-03-09,2025-03-05,3549.69,177.48,77.65,3804.82,Maintenance,MT011
PO11381,Complete,Angie Boyd,Vendor 23,V023,Express,2025-02-02,2025-02-03,758.7,37.94,30.03,826.67,Electronics,EL009
PO11640,Complete,Brandi Smith,Vendor 42,V042,Overnight,2025-05-28,2025-06-01,1329.51,66.48,52.68,1448.67,Office Supplies,OS022
PO10779,Complete,Dorothy Hines,Vendor 41,V041,Ground,2025-09-19,2025-09-20,308.09,15.4,22.1,346.0,Maintenance,MT019
PO10840,Complete,Robert Moss,Vendor 17,V017,Express,2025-10-12,2025-10-15,1294.16,64.71,53.0,1411.87,Electronics,EL041
PO10349,Complete,Brandi Smith,Vendor 5,V005,Air,2025-01-06,2025-01-08,2517.86,125.89,85.21,2728.96,Office Supplies,OS030
PO11985,Rejected,Randy Hernandez,Vendor 33,V033,Express,2025-12-20,2025-12-23,1591.37,79.57,21.05,1691.99,Office Supplies,OS025
PO10572,Complete,Rachel Moore,Vendor 26,V026,Express,2025-01-29,2025-02-03,2883.97,144.2,93.57,3121.74,Furniture,FC034
PO10918,Complete,Angie Boyd,Vendor 1,V001,Ground,2025-03-22,2025-03-29,13.35,0.67,28.46,42.48,Electronics,EL021
PO11014,Complete,Michael Brown,Vendor 14,V014,Express,2025-09-25,2025-09-26,2004.57,100.23,71.86,2176.66,Electronics,EL048
PO11927,Rejected,Tommy Duarte,Vendor 41,V041,Air,2025-07-13,2025-07-17,3888.3,194.42,67.52,4150.24,Miscellaneous,MS020
PO11499,Complete,Brooke Jackson,Vendor 21,V021,Ground,2025-09-01,2025-09-06,2580.89,129.04,94.17,2804.1,Furniture,FC045
PO11623,Complete,Tommy Duarte,Vendor 31,V031,Express,2025-02-16,2025-02-23,1208.48,60.42,95.58,1364.48,Maintenance,MT013
PO11344,Complete,Brooke Jackson,Vendor 22,V022,Overnight,2025-02-03,2025-02-09,2274.27,113.71,92.67,2480.65,Miscellaneous,MS016
PO11883,Complete,Randy Hernandez,Vendor 42,V042,Overnight,2025-12-07,2025-12-08,3889.1,194.46,52.8,4136.36,Electronics,EL008
PO10137,Complete,Kevin Meyer,Vendor 14,V014,Express,2025-03-06,2025-03-12,2513.92,125.7,77.87,2717.49,Maintenance,MT010
PO10459,Complete,Rachel Moore,Vendor 11,V011,Overnight,2025-10-08,2025-10-15,2981.97,149.1,82.5,3213.57,Furniture,FC041
PO10376,Complete,Patrick Chaney Jr.,Vendor 42,V042,Overnight,2025-08-26,2025-09-01,3224.7,161.24,46.37,3432.31,Miscellaneous,MS043
PO11369,Complete,Tommy Duarte,Vendor 29,V029,Express,2025-02-21,2025-02-27,1214.0,60.7,8.49,1283.19,Office Supplies,OS006
PO10334,Complete,Douglas Garcia,Vendor 42,V042,Express,2025-03-07,2025-03-13,3061.37,153.07,14.56,3229.0,Office Supplies,OS045
PO10108,Complete,Tommy Duarte,Vendor 3,V003,Overnight,2025-08-06,2025-08-09,3782.59,189.13,17.52,3989.24,Miscellaneous,MS002
PO11595,Complete,Brooke Jackson,Vendor 48,V048,Ground,2025-07-10,2025-07-14,3776.14,188.81,50.64,4015.59,Miscellaneous,MS013
PO11963,Complete,Randy Hernandez,Vendor 35,V035,Overnight,2025-08-17,2025-08-20,3807.68,190.38,42.53,4040.59,Maintenance,MT019
PO11893,Complete,Kelly Moore,Vendor 21,V021,Air,2025-07-01,2025-07-07,4784.34,239.22,15.1,5038.66,Electronics,EL003
PO11487,Complete,Brooke Jackson,Vendor 8,V008,Ground,2025-05-12,2025-05-16,2088.95,104.45,25.51,2218.91,Office Supplies,OS038
PO10817,Complete,Robert Moss,Vendor 31,V031,Air,2025-03-06,2025-03-12,1668.75,83.44,30.84,1783.03,Maintenance,MT019
PO11600,Complete,Kevin Meyer,Vendor 14,V014,Overnight,2025-06-26,2025-07-01,2821.94,141.1,84.71,3047.75,Furniture,FC018
PO10606,Complete,Rachel Moore,Vendor 34,V034,Overnight,2025-02-11,2025-02-18,1986.66,99.33,41.89,2127.88,Office Supplies,OS006
PO11954,Rejected,Michael Brown,Vendor 13,V013,Ground,2025-12-11,2025-12-15,4248.19,212.41,14.42,4475.02,Maintenance,MT019
PO11502,Complete,Brandi Smith,Vendor 38,V038,Overnight,2025-12-03,2025-12-04,1558.01,77.9,34.6,1670.51,Maintenance,MT038
PO11041,Rejected,Douglas Garcia,Vendor 5,V005,Air,2025-01-10,2025-01-15,1087.6,54.38,53.11,1195.09,Miscellaneous,MS023
PO10911,Complete,Brandi Smith,Vendor 13,V013,Ground,2025-07-11,2025-07-12,403.92,20.2,5.19,429.31,Furniture,FC008
PO11274,Complete,Tommy Duarte,Vendor 17,V017,Overnight,2025-05-04,2025-05-05,2674.3,133.72,53.52,2861.54,Miscellaneous,MS027
PO11970,Complete,Dorothy Hines,Vendor 40,V040,Overnight,2025-07-12,2025-07-18,4155.6,207.78,77.16,4440.54,Electronics,EL050
PO11504,Complete,Jacob Patterson,Vendor 25,V025,Ground,2025-04-10,2025-04-16,1952.66,97.63,19.48,2069.77,Furniture,FC030
PO10329,Complete,Rachel Moore,Vendor 6,V006,Air,2025-06-30,2025-07-06,4268.56,213.43,34.03,4516.02,Miscellaneous,MS002
PO11058,Complete,Erica Nelson,Vendor 30,V030,Express,2025-02-17,2025-02-24,592.97,29.65,17.69,640.31,Electronics,EL003
PO10319,Complete,Kevin Meyer,Vendor 21,V021,Ground,2025-02-14,2025-02-20,356.55,17.83,86.63,461.01,Furniture,FC048
PO11561,Rejected,Kelly Andrews,Vendor 36,V036,Air,2025-02-27,2025-03-06,3074.2,153.71,89.6,3317.51,Electronics,EL036
PO11386,Rejected,Erica Nelson,Vendor 24,V024,Ground,2025-03-23,2025-03-24,3806.21,190.31,26.98,4023.5,Miscellaneous,MS018
PO11804,Complete,Kelly Andrews,Vendor 45,V045,Ground,2025-04-21,2025-04-24,1454.47,72.72,54.29,1581.48,Maintenance,MT002
PO10168,Complete,Kelly Moore,Vendor 48,V048,Ground,2025-04-22,2025-04-24,2873.37,143.67,55.52,3072.56,Maintenance,MT013
PO10013,Complete,Michael Brown,Vendor 30,V030,Express,2025-09-01,2025-09-02,512.45,25.62,65.49,603.56,Miscellaneous,MS042
PO11967,Complete,Laura Morgan,Vendor 15,V015,Air,2025-06-01,2025-06-07,28.96,1.45,37.13,67.54,Maintenance,MT044
PO10172,Rejected,Robert Moss,Vendor 33,V033,Air,2025-01-17,2025-01-22,764.02,38.2,97.45,899.67,Maintenance,MT024
PO10650,Rejected,Robert Moss,Vendor 39,V039,Express,2025-09-28,2025-09-30,2693.32,134.67,58.38,2886.37,Furniture,FC042
PO11085,Complete,Randy Hernandez,Vendor 37,V037,Air,2025-01-03,2025-01-04,513.65,25.68,36.22,575.55,Office Supplies,OS032
PO10261,Complete,Kevin Meyer,Vendor 14,V014,Express,2025-11-25,2025-11-28,2312.23,115.61,81.0,2508.84,Miscellaneous,MS022
PO11448,Complete,Tommy Duarte,Vendor 6,V006,Overnight,2025-02-28,2025-03-07,2221.37,111.07,66.02,2398.46,Miscellaneous,MS034
PO11126,Complete,Tommy Duarte,Vendor 49,V049,Air,2025-01-15,2025-01-19,2095.64,104.78,56.63,2257.05,Electronics,EL010
PO10902,Complete,Kevin Meyer,Vendor 5,V005,Air,2025-04-03,2025-04-10,495.3,24.77,23.37,543.44,Office Supplies,OS024
PO10673,Rejected,Jacob Patterson,Vendor 12,V012,Express,2025-09-15,2025-09-19,950.34,47.52,87.0,1084.86,Furniture,FC035
PO10259,Complete,Jacob Patterson,Vendor 5,V005,Ground,2025-06-15,2025-06-17,3406.61,170.33,18.7,3595.64,Maintenance,MT015
PO11537,Complete,Kevin Meyer,Vendor 5,V005,Overnight,2025-01-29,2025-02-01,3981.22,199.06,36.27,4216.55,Furniture,FC007
PO10845,Complete,Brooke Jackson,Vendor 18,V018,Express,2025-09-30,2025-10-07,215.07,10.75,58.11,283.93,Maintenance,MT030
PO10868,Complete,Robert Brown,Vendor 5,V005,Air,2025-12-24,2025-12-30,2770.79,138.54,26.75,2936.08,Miscellaneous,MS032
PO11413,Complete,Randy Hernandez,Vendor 2,V002,Overnight,2025-02-25,2025-02-27,370.43,18.52,29.21,418.16,Maintenance,MT029
PO10139,Complete,Patrick Chaney Jr.,Vendor 34,V034,Express,2025-04-29,2025-05-06,113.59,5.68,68.72,187.99,Maintenance,MT036
PO10894,Complete,Kelly Moore,Vendor 1,V001,Overnight,2025-08-01,2025-08-02,3787.8,189.39,48.16,4025.35,Electronics,EL028
PO11876,Complete,Brandi Smith,Vendor 47,V047,Express,2025-02-07,2025-02-13,4106.95,205.35,96.05,4408.35,Furniture,FC028
PO10550,Complete,Erica Nelson,Vendor 10,V010,Overnight,2025-04-14,2025-04-21,379.63,18.98,82.39,481.0,Office Supplies,OS041
PO10320,Complete,Douglas Garcia,Vendor 8,V008,Overnight,2025-02-18,2025-02-25,4704.08,235.2,28.28,4967.56,Miscellaneous,MS046
PO11558,Complete,Erica Nelson,Vendor 45,V045,Ground,2025-09-04,2025-09-09,4731.08,236.55,36.98,5004.61,Office Supplies,OS017
PO11262,Rejected,Kelly Andrews,Vendor 21,V021,Overnight,2025-07-21,2025-07-28,1049.74,52.49,76.37,1178.6,Maintenance,MT010
PO11203,Rejected,Jacob Patterson,Vendor 35,V035,Ground,2025-03-20,2025-03-23,4130.6,206.53,74.14,4411.27,Miscellaneous,MS014
PO10559,Complete,Laura Morgan,Vendor 27,V027,Express,2025-02-04,2025-02-10,252.41,12.62,14.5,279.53,Maintenance,MT010
PO10140,Complete,Dorothy Hines,Vendor 34,V034,Express,2025-11-23,2025-11-29,4911.5,245.58,8.46,5165.54,Office Supplies,OS017
PO11771,Complete,Kimberly Richardson,Vendor 50,V050,Air,2025-05-25,2025-06-01,4822.04,241.1,42.59,5105.73,Maintenance,MT017
PO10532,Complete,Natalie Richardson,Vendor 3,V003,Ground,2025-04-21,2025-04-28,4023.39,201.17,8.76,4233.32,Furniture,FC017
PO10225,Complete,Kelly Moore,Vendor 27,V027,Ground,2025-11-22,2025-11-28,4995.54,249.78,31.24,5276.56,Furniture,FC016
PO10724,Complete,Brooke Jackson,Vendor 36,V036,Express,2025-03-08,2025-03-11,4000.85,200.04,50.64,4251.53,Maintenance,MT041
PO10787,Complete,Douglas Garcia,Vendor 16,V016,Overnight,2025-04-09,2025-04-12,719.83,35.99,29.85,785.67,Maintenance,MT023
PO11877,Complete,Kevin Meyer,Vendor 13,V013,Overnight,2025-04-28,2025-05-03,2658.82,132.94,46.73,2838.49,Furniture,FC027
PO10326,Complete,Kimberly Richardson,Vendor 33,V033,Express,2025-07-23,2025-07-28,3283.71,164.19,69.39,3517.29,Miscellaneous,MS014
PO11289,Complete,Rachel Moore,Vendor 38,V038,Ground,2025-02-23,2025-02-26,858.38,42.92,35.33,936.63,Office Supplies,OS039
PO10715,Complete,Dorothy Hines,Vendor 43,V043,Overnight,2025-11-16,2025-11-19,580.63,29.03,50.45,660.11,Furniture,FC003
PO10847,Complete,Natalie Richardson,Vendor 43,V043,Express,2025-03-10,2025-03-12,3566.01,178.3,87.9,3832.21,Miscellaneous,MS033
PO10194,Complete,Kelly Moore,Vendor 12,V012,Air,2025-10-03,2025-10-04,251.46,12.57,76.31,340.34,Miscellaneous,MS041
PO10574,Complete,Randy Hernandez,Vendor 21,V021,Overnight,2025-09-06,2025-09-07,1419.77,70.99,54.41,1545.17,Maintenance,MT045
PO10947,Complete,Randy Hernandez,Vendor 44,V044,Overnight,2025-02-16,2025-02-20,1828.83,91.44,70.1,1990.37,Electronics,EL018
PO10504,Complete,Robert Moss,Vendor 29,V029,Ground,2025-04-23,2025-04-26,876.59,43.83,59.92,980.34,Maintenance,MT037
PO11336,Complete,Angie Boyd,Vendor 46,V046,Ground,2025-05-25,2025-05-30,3795.22,189.76,66.1,4051.08,Office Supplies,OS018
PO11897,Complete,Brandi Smith,Vendor 36,V036,Air,2025-08-10,2025-08-09,4139.65,206.98,43.34,4389.97,Furniture,FC011
PO11824,Complete,Kelly Andrews,Vendor 17,V017,Ground,2025-11-02,2025-11-07,2533.15,126.66,40.08,2699.89,Office Supplies,OS032
PO10004,Complete,Kelly Andrews,Vendor 6,V006,Express,2025-08-24,2025-08-30,1181.73,59.09,25.77,1266.59,Miscellaneous,MS009
PO11362,Complete,Tommy Duarte,Vendor 44,V044,Express,2025-04-15,2025-04-19,3842.29,192.11,25.8,4060.2,Miscellaneous,MS007
PO10468,Complete,Robert Brown,Vendor 3,V003,Overnight,2025-01-29,2025-02-05,279.2,13.96,66.95,360.11,Maintenance,MT039
PO10006,Complete,Kevin Meyer,Vendor 47,V047,Express,2025-05-19,2025-05-24,3836.01,191.8,10.63,4038.44,Electronics,EL024
PO11402,Complete,Randy Hernandez,Vendor 2,V002,Express,2025-12-09,2025-12-12,2981.84,149.09,84.13,3215.06,Electronics,EL011
PO10548,Complete,Michael Brown,Vendor 42,V042,Ground,2025-11-14,2025-11-17,916.29,45.81,40.98,1003.08,Electronics,EL028
PO10229,Complete,Dorothy Hines,Vendor 46,V046,Ground,2025-08-06,2025-08-13,4466.58,223.33,34.48,4724.39,Maintenance,MT045
PO10543,Complete,Angie Boyd,Vendor 22,V022,Ground,2025-09-30,2025-10-01,1437.68,71.88,11.88,1521.44,Furniture,FC033
PO10243,Complete,Robert Brown,Vendor 50,V050,Ground,2025-11-22,2025-11-23,2260.07,113.0,50.92,2423.99,Electronics,EL046
PO10899,Complete,Kelly Moore,Vendor 25,V025,Air,2025-05-05,2025-05-06,3503.56,175.18,97.52,3776.26,Furniture,FC003
PO11654,Rejected,Patrick Chaney Jr.,Vendor 8,V008,Overnight,2025-09-20,2025-09-21,4901.71,245.09,10.54,5157.34,Miscellaneous,MS048
PO11217,Complete,Patrick Chaney Jr.,Vendor 4,V004,Express,2025-08-29,2025-09-01,2581.64,129.08,67.29,2778.01,Miscellaneous,MS002
PO11962,Complete,Kelly Moore,Vendor 38,V038,Air,2025-06-19,2025-06-23,1171.59,58.58,53.37,1283.54,Electronics,EL036
PO10843,Complete,Robert Moss,Vendor 32,V032,Ground,2025-10-27,2025-11-01,4994.16,249.71,59.91,5303.78,Furniture,FC029
PO11447,Complete,Robert Brown,Vendor 36,V036,Express,2025-02-07,2025-02-12,1839.98,92.0,31.39,1963.37,Maintenance,MT003
PO11180,Complete,Kimberly Richardson,Vendor 21,V021,Air,2025-07-05,2025-07-07,4347.59,217.38,87.58,4652.55,Office Supplies,OS050
PO10175,Complete,Kelly Andrews,Vendor 36,V036,Express,2025-05-16,2025-05-21,4379.31,218.97,54.42,4652.7,Office Supplies,OS033
PO10662,Rejected,Tommy Duarte,Vendor 13,V013,Overnight,2025-02-28,2025-03-01,3001.57,150.08,68.89,3220.54,Electronics,EL025
PO11236,Complete,Michael Brown,Vendor 15,V015,Overnight,2025-06-01,2025-06-06,1856.93,92.85,34.19,1983.97,Miscellaneous,MS043
PO10315,Complete,Douglas Garcia,Vendor 9,V009,Overnight,2025-11-29,2025-12-05,3817.12,190.86,85.19,4093.17,Furniture,FC034
PO10692,Complete,Laura Morgan,Vendor 17,V017,Overnight,2025-05-11,2025-05-18,4813.96,240.7,47.04,5101.7,Furniture,FC018
PO11724,Complete,Erica Nelson,Vendor 22,V022,Express,2025-01-28,2025-02-03,4598.8,229.94,50.0,4878.74,Maintenance,MT044
PO10425,Complete,Tommy Duarte,Vendor 28,V028,Air,2025-01-21,2025-01-28,4784.31,239.22,89.36,5112.89,Office Supplies,OS021
PO10595,Complete,Randy Hernandez,Vendor 9,V009,Overnight,2025-10-07,2025-10-09,87.14,4.36,32.41,123.91,Maintenance,MT019
PO10560,Complete,Kelly Moore,Vendor 39,V039,Air,2025-04-15,2025-04-19,4620.66,231.03,8.33,4860.02,Maintenance,MT044
PO10623,Complete,Kelly Moore,Vendor 36,V036,Overnight,2025-03-19,2025-03-22,3311.02,165.55,16.75,3493.32,Office Supplies,OS048
PO11618,Complete,Tommy Duarte,Vendor 48,V048,Express,2025-09-14,2025-09-20,4121.11,206.06,97.12,4424.29,Furniture,FC013
PO11357,Complete,Brandi Smith,Vendor 7,V007,Air,2025-01-03,2025-01-09,3776.47,188.82,59.76,4025.05,Furniture,FC021
PO10228,Rejected,Angie Boyd,Vendor 50,V050,Ground,2025-02-22,2025-02-27,4062.92,203.15,78.61,4344.68,Electronics,EL010
PO11234,Complete,Natalie Richardson,Vendor 47,V047,Air,2025-08-13,2025-08-19,2273.23,113.66,81.0,2467.89,Miscellaneous,MS006
PO11358,Complete,Dorothy Hines,Vendor 35,V035,Overnight,2025-11-23,2025-11-28,3646.44,182.32,97.13,3925.89,Office Supplies,OS039
PO11221,Complete,Robert Brown,Vendor 20,V020,Air,2025-10-08,2025-10-12,3706.26,185.31,45.67,3937.24,Electronics,EL011
PO10067,Complete,Patrick Chaney Jr.,Vendor 27,V027,Express,2025-03-17,2025-03-22,2698.9,134.95,31.24,2865.09,Miscellaneous,MS042
PO10025,Complete,Natalie Richardson,Vendor 4,V004,Air,2025-09-10,2025-09-15,4668.32,233.42,92.67,4994.41,Furniture,FC045
PO10145,Complete,Angie Boyd,Vendor 28,V028,Express,2025-03-17,2025-03-22,246.74,12.34,19.77,278.85,Office Supplies,OS050
PO10537,Complete,Douglas Garcia,Vendor 45,V045,Overnight,2025-11-06,2025-11-07,4853.02,242.65,42.97,5138.64,Office Supplies,OS009
PO10812,Rejected,Randy Hernandez,Vendor 33,V033,Overnight,2025-03-30,2025-04-02,172.39,8.62,24.31,205.32,Office Supplies,OS034
PO11145,Complete,Michael Brown,Vendor 49,V049,Ground,2025-05-11,2025-05-13,925.4,46.27,59.76,1031.43,Electronics,EL031
PO10086,Complete,Robert Moss,Vendor 41,V041,Air,2025-05-13,2025-05-15,4652.68,232.63,21.7,4907.01,Miscellaneous,MS007
PO11359,Complete,Laura Morgan,Vendor 23,V023,Air,2025-12-30,2026-01-05,2186.97,109.35,58.83,2355.15,Furniture,FC028
PO11209,Complete,Erica Nelson,Vendor 21,V021,Ground,2025-07-01,2025-07-03,4092.32,204.62,38.46,4335.4,Maintenance,MT041
PO11710,Complete,Randy Hernandez,Vendor 34,V034,Overnight,2025-09-24,2025-09-29,1679.46,83.97,90.81,1854.24,Miscellaneous,MS004
PO11981,Complete,Douglas Garcia,Vendor 29,V029,Overnight,2025-04-20,2025-04-21,4905.96,245.3,58.85,5210.11,Office Supplies,OS024
PO11856,Complete,Randy Hernandez,Vendor 17,V017,Overnight,2025-07-29,2025-08-03,918.16,45.91,39.18,1003.25,Electronics,EL033
PO11810,Complete,Kevin Meyer,Vendor 7,V007,Ground,2025-06-23,2025-06-30,3522.95,176.15,10.49,3709.59,Office Supplies,OS032
PO11170,Complete,Kelly Moore,Vendor 42,V042,Overnight,2025-06-25,2025-06-26,2349.73,117.49,60.14,2527.36,Furniture,FC016
PO10363,Complete,Kelly Andrews,Vendor 27,V027,Ground,2025-10-12,2025-10-13,4778.16,238.91,62.82,5079.89,Furniture,FC046
PO11643,Complete,Robert Moss,Vendor 47,V047,Overnight,2025-02-02,2025-02-09,1575.67,78.78,20.79,1675.24,Office Supplies,OS007
PO11178,Complete,Kelly Andrews,Vendor 20,V020,Air,2025-05-19,2025-05-20,3084.7,154.24,58.69,3297.63,Miscellaneous,MS016
PO11027,Rejected,Erica Nelson,Vendor 4,V004,Overnight,2025-12-04,2025-12-06,1331.88,66.59,53.32,1451.79,Furniture,FC003
PO11031,Complete,Jacob Patterson,Vendor 2,V002,Overnight,2025-06-06,2025-06-10,406.83,20.34,89.01,516.18,Office Supplies,OS026
PO11243,Complete,Michael Brown,Vendor 23,V023,Express,2025-12-25,2025-12-31,1670.88,83.54,98.37,1852.79,Maintenance,MT009
PO11382,Complete,Tommy Duarte,Vendor 9,V009,Ground,2025-08-03,2025-08-04,4686.43,234.32,94.55,5015.3,Miscellaneous,MS027
PO11194,Complete,Michael Brown,Vendor 3,V003,Overnight,2025-01-28,2025-02-02,2022.5,101.12,23.81,2147.43,Miscellaneous,MS030
PO10666,Complete,Randy Hernandez,Vendor 45,V045,Air,2025-09-16,2025-09-17,486.89,24.34,58.66,569.89,Maintenance,MT041
PO10365,Rejected,Robert Moss,Vendor 45,V045,Express,2025-02-04,2025-02-09,1134.83,56.74,52.17,1243.74,Furniture,FC041
PO10078,Complete,Rachel Moore,Vendor 14,V014,Overnight,2025-12-18,2025-12-25,2833.25,141.66,98.71,3073.62,Furniture,FC004
PO10028,Complete,Kimberly Richardson,Vendor 2,V002,Express,2025-06-30,2025-07-06,1438.98,71.95,61.85,1572.78,Furniture,FC046
PO11465,Complete,Tommy Duarte,Vendor 20,V020,Express,2025-10-23,2025-10-30,4989.42,249.47,38.44,5277.33,Office Supplies,OS017
PO10526,Complete,Patrick Chaney Jr.,Vendor 3,V003,Overnight,2025-02-20,2025-02-27,1344.06,67.2,45.86,1457.12,Electronics,EL042
PO11873,Complete,Robert Brown,Vendor 49,V049,Overnight,2025-08-07,2025-08-10,1689.63,84.48,62.95,1837.06,Office Supplies,OS011
PO10056,Complete,Rachel Moore,Vendor 49,V049,Overnight,2025-05-05,2025-05-08,3514.68,175.73,48.11,3738.52,Maintenance,MT028
PO10639,Complete,Natalie Richardson,Vendor 38,V038,Overnight,2025-06-29,2025-07-04,3579.64,178.98,86.89,3845.51,Office Supplies,OS029
PO10303,Complete,Randy Hernandez,Vendor 42,V042,Overnight,2025-01-28,2025-01-29,912.5,45.62,88.16,1046.28,Miscellaneous,MS045
PO10719,Complete,Brandi Smith,Vendor 1,V001,Air,2025-04-22,2025-04-25,2349.1,117.45,38.01,2504.56,Maintenance,MT038
PO10625,Complete,Natalie Richardson,Vendor 19,V019,Express,2025-04-18,2025-04-24,655.92,32.8,64.61,753.33,Office Supplies,OS037
PO10008,Complete,Robert Brown,Vendor 35,V035,Air,2025-07-31,2025-08-03,1353.76,67.69,17.9,1439.35,Miscellaneous,MS011
PO10804,Complete,Brooke Jackson,Vendor 22,V022,Ground,2025-01-23,2025-01-29,4413.44,220.67,94.38,4728.49,Furniture,FC018
PO11050,Complete,Dorothy Hines,Vendor 44,V044,Overnight,2025-01-18,2025-01-25,730.49,36.52,65.79,832.8,Miscellaneous,MS029
PO10337,Complete,Erica Nelson,Vendor 11,V011,Air,2025-10-12,2025-10-19,4310.58,215.53,7.49,4533.6,Miscellaneous,MS013
PO10048,Complete,Kimberly Richardson,Vendor 19,V019,Overnight,2025-04-16,2025-04-19,2707.59,135.38,93.11,2936.08,Electronics,EL032
PO11511,Complete,Angie Boyd,Vendor 16,V016,Overnight,2025-10-31,2025-11-07,2839.31,141.97,36.45,3017.73,Electronics,EL050
PO10107,Rejected,Jacob Patterson,Vendor 40,V040,Express,2025-05-24,2025-05-31,4543.12,227.16,36.59,4806.87,Maintenance,MT025
PO10350,Complete,Kelly Moore,Vendor 3,V003,Express,2025-10-26,2025-10-22,2911.76,145.59,50.12,3107.47,Furniture,FC024
PO11080,Complete,Dorothy Hines,Vendor 31,V031,Overnight,2025-08-04,2025-08-11,4538.15,226.91,94.74,4859.8,Electronics,EL042
PO10239,Complete,Erica Nelson,Vendor 48,V048,Ground,2025-04-06,2025-04-08,2246.92,112.35,40.13,2399.0,Furniture,FC048
PO10214,Complete,Dorothy Hines,Vendor 3,V003,Express,2025-04-19,2025-04-25,3071.2,153.56,44.04,3268.8,Miscellaneous,MS038
PO11279,Complete,Kimberly Richardson,Vendor 20,V020,Express,2025-09-10,2025-09-14,3005.05,150.25,6.11,3161.41,Furniture,FC003
PO11164,Complete,Rachel Moore,Vendor 22,V022,Air,2025-06-19,2025-06-22,3466.65,173.33,34.99,3674.97,Furniture,FC046
